Units,Discounts,Fixed Costs,Variable Costs,Revenue,month,qtr,Year,region,country,State,ProductType,Product,Source,YearMonth
9,0.94,6.69,21.29,333.2,February,Qtr 1,2017,AMERICAS,United States,California,Oils and Butters,Oil,Dominican Republic,2017-02
9,0,168.39,12017.46,19323.9,February,Qtr 1,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Dominican Republic,2017-02
8,6.96,288.27,24.28,1914.6,December,Qtr 4,2017,AMERICAS,United States,New York,Avocados,Avocado,Peru,2017-12
9,6.01,53.59,123.12,1067.9,April,Qtr 2,2017,AMERICAS,United States,West Virginia,Oils and Butters,Oil,Mexico,2017-04
9,1.71,7,30.12,442,January,Qtr 1,2017,AMERICAS,United States,Connecticut,Avocados,Avocado,Peru,2017-01
12,3.76,38.21,121.27,1904.2,September,Qtr 3,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Dominican Republic,2017-09
12,1.97,8.47,32.06,1067.7,April,Qtr 2,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Mexico,2017-04
8,4.55,26.85,128.77,1866.1,December,Qtr 4,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Mexico,2017-12
13,0,33.49,24.06,1615.4,November,Qtr 4,2017,AMERICAS,United States,Oklahoma,Oils and Butters,Oil,Dominican Republic,2017-11
13,0,289.82,2238.13,58254.1,August,Qtr 3,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Mexico,2017-08
9,16.12,67.54,214.77,6731.5,February,Qtr 1,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Peru,2017-02
8,4.69,26.36,126.29,1662.7,November,Qtr 4,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Dominican Republic,2017-11
6,11.44,27.6,141.83,1741.2,December,Qtr 4,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-12
6,8.17,13.8,62.18,1741.2,December,Qtr 4,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Dominican Republic,2017-12
19,1.5,14.81,89.76,1063.8,April,Qtr 2,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Peru,2017-04
12,3.85,10.3,32.39,1027.1,May,Qtr 2,2017,AMERICAS,United States,Louisiana,Oils and Butters,Oil,Dominican Republic,2017-05
8,48.52,507.77,251.95,22965.6,February,Qtr 1,2017,AMERICAS,United States,Alaska,Oils and Butters,Butter,Dominican Republic,2017-02
18,0,16.48,32.48,1721.7,September,Qtr 3,2017,AMERICAS,United States,Texas,Oils and Butters,Oil,Dominican Republic,2017-09
15,0,16.19,18.27,1692.8,September,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-09
9,7.7,14.23,80.93,1020.8,April,Qtr 2,2017,AMERICAS,United States,Pennsylvania,Cosmetics,Skin,Mexico,2017-04
15,3.1,16.19,24.37,1692.8,September,Qtr 3,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Mexico,2017-09
10,0,171.12,867.8,1326.6,June,Qtr 2,2017,AMERICAS,United States,Oklahoma,Avocados,Avocado,Peru,2017-06
10,0,1344.59,117.06,8932.9,June,Qtr 2,2017,AMERICAS,United States,Nebraska,Cosmetics,Skin,Peru,2017-06
4,9.29,26.09,20.83,1646.2,October,Qtr 4,2017,AMERICAS,United States,Maryland,Oils and Butters,Butter,Mexico,2017-10
12,2.35,20.31,89.79,1013.2,May,Qtr 2,2017,AMERICAS,United States,New York,Oils and Butters,Butter,Peru,2017-05
5,0,20.46,117.3,2880.3,June,Qtr 2,2017,AMERICAS,United States,Mississippi,Oils and Butters,Oil,Mexico,2017-06
8,10.25,15.14,136.31,1672.5,December,Qtr 4,2017,AMERICAS,United States,North Dakota,Oils and Butters,Oil,Dominican Republic,2017-12
6,3.76,7.03,35.32,1010.1,April,Qtr 2,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Peru,2017-04
13,0,33.49,160.14,1669.9,December,Qtr 4,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Dominican Republic,2017-12
8,0,227.92,1661.51,20059.6,July,Qtr 3,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Peru,2017-07
13,6.44,32.72,23.14,1631.3,November,Qtr 4,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Peru,2017-11
5,3.1,64.43,198.18,1626.4,October,Qtr 4,2017,AMERICAS,United States,Nevada,Oils and Butters,Butter,Peru,2017-10
5,3.1,25.77,109.77,1626.4,October,Qtr 4,2017,AMERICAS,United States,Utah,Oils and Butters,Butter,Dominican Republic,2017-10
10,0,141.54,694.42,8932.9,June,Qtr 2,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Peru,2017-06
5,5.16,27.37,60.24,2750.9,July,Qtr 3,2017,AMERICAS,United States,Massachusetts,Avocados,Avocado,Peru,2017-07
5,3.1,25.77,165.16,1626.4,October,Qtr 4,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Peru,2017-10
21,10.1,34.88,224.83,6522.9,August,Qtr 3,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Dominican Republic,2017-08
10,0,817.8,2568.37,20646.1,July,Qtr 3,2017,AMERICAS,United States,Missouri,Cosmetics,Hair,Dominican Republic,2017-07
13,3.19,32.46,155.52,1618.5,November,Qtr 4,2017,AMERICAS,United States,Arkansas,Cosmetics,Hair,Dominican Republic,2017-11
10,56.33,331.82,1175.65,15007.6,August,Qtr 3,2017,AMERICAS,United States,New York,Oils and Butters,Butter,Peru,2017-08
10,31.08,110.79,352.7,11042.4,June,Qtr 2,2017,AMERICAS,United States,Vermont,Oils and Butters,Oil,Dominican Republic,2017-06
13,295.85,602.94,1318.79,60594,July,Qtr 3,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Dominican Republic,2017-07
13,3.94,24.81,88.87,1236.9,January,Qtr 1,2017,AMERICAS,United States,Ohio,Cosmetics,Hair,Peru,2017-01
10,0,26.76,125.75,1616.4,October,Qtr 4,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Dominican Republic,2017-10
13,12.39,16.53,52.76,1649.2,December,Qtr 4,2017,AMERICAS,United States,Hawaii,Oils and Butters,Oil,Dominican Republic,2017-12
10,0,26.74,133.8,1615.4,October,Qtr 4,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Dominican Republic,2017-10
4,2.35,39.45,132.09,1009.6,April,Qtr 2,2017,AMERICAS,United States,New Hampshire,Oils and Butters,Oil,Peru,2017-04
10,38.21,234.96,117.81,10185.4,March,Qtr 1,2017,AMERICAS,United States,Virginia,Oils and Butters,Oil,Dominican Republic,2017-03
10,30.17,247.22,207.15,10715.6,February,Qtr 1,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Mexico,2017-02
4,3.05,15.97,94.24,1007.7,April,Qtr 2,2017,AMERICAS,United States,Nebraska,Oils and Butters,Oil,Dominican Republic,2017-04
10,2.72,183.49,12.03,962.6,August,Qtr 3,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Mexico,2017-08
10,0,26.74,125.75,1615.4,October,Qtr 4,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Dominican Republic,2017-10
10,0,26.74,143.86,1615.4,October,Qtr 4,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Peru,2017-10
4,0,26.09,127.98,1646.2,December,Qtr 4,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Dominican Republic,2017-12
9,14.52,120.19,369.16,3033.3,February,Qtr 1,2017,AMERICAS,United States,Iowa,Oils and Butters,Butter,Dominican Republic,2017-02
4,6.82,13.04,64.48,1646.2,December,Qtr 4,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Dominican Republic,2017-12
12,0,32.37,115.72,1612.1,September,Qtr 3,2017,AMERICAS,United States,New York,Avocados,Avocado,Dominican Republic,2017-09
10,0,131.2,11.77,990.8,April,Qtr 2,2017,AMERICAS,United States,Montana,Oils and Butters,Butter,Dominican Republic,2017-04
13,35.2,1210.67,2946.62,24988.1,January,Qtr 1,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Peru,2017-01
8,30.7,1238.93,127.13,10904.6,June,Qtr 2,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Mexico,2017-06
4,0,51.65,4.87,343.1,March,Qtr 1,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Peru,2017-03
13,3.9,15.98,45.36,1592.8,December,Qtr 4,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Mexico,2017-12
13,7.69,22.71,163.98,1577.5,December,Qtr 4,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Dominican Republic,2017-12
12,0,61.24,270.3,3051.9,July,Qtr 3,2017,AMERICAS,United States,Colorado,Avocados,Avocado,Peru,2017-07
4,0.53,24.97,1.93,165.8,January,Qtr 1,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Dominican Republic,2017-01
13,7.5,14.95,109.65,1562.6,December,Qtr 4,2017,AMERICAS,United States,Massachusetts,Oils and Butters,Butter,Mexico,2017-12
12,0,30.94,22.21,1541.4,September,Qtr 3,2017,AMERICAS,United States,Washington,Cosmetics,Hair,Peru,2017-09
6,11.27,11.97,45.66,1511.6,November,Qtr 4,2017,AMERICAS,United States,Kentucky,Cosmetics,Hair,Mexico,2017-11
20,5.21,14.32,140.11,1498.9,November,Qtr 4,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Peru,2017-11
12,0,95.38,6.48,500.3,July,Qtr 3,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Dominican Republic,2017-07
8,18.78,39.62,169.03,5000.3,January,Qtr 1,2017,AMERICAS,United States,Alaska,Cosmetics,Hair,Peru,2017-01
11,9.99,14.61,16.24,1527.9,December,Qtr 4,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Mexico,2017-12
9,21.41,96.41,350.08,5064.8,March,Qtr 1,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Mexico,2017-03
9,13.54,54.6,233.14,3445.7,January,Qtr 1,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Mexico,2017-01
4,3.57,26.3,60.24,647.1,January,Qtr 1,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Peru,2017-01
15,9.29,19.32,175.71,1805.9,August,Qtr 3,2017,AMERICAS,United States,Pennsylvania,Oils and Butters,Oil,Dominican Republic,2017-08
9,5.27,40.24,127.75,2006,February,Qtr 1,2017,AMERICAS,United States,California,Oils and Butters,Oil,Peru,2017-02
20,3.1,36.07,127.95,1630.6,August,Qtr 3,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Dominican Republic,2017-08
4,1.88,3.21,3.89,202.8,January,Qtr 1,2017,AMERICAS,United States,Florida,Avocados,Avocado,Mexico,2017-01
10,27.7,116.89,112.69,7375.4,July,Qtr 3,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Mexico,2017-07
9,67.6,240.92,986.82,12006.6,February,Qtr 1,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Dominican Republic,2017-02
6,5.73,137,20.08,1514.4,December,Qtr 4,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Peru,2017-12
6,6.34,59.13,181.66,1492.4,December,Qtr 4,2017,AMERICAS,United States,Maine,Avocados,Avocado,Dominican Republic,2017-12
6,4.1,23.05,126.29,1454,November,Qtr 4,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Mexico,2017-11
6,4.1,23.05,126.29,1454,September,Qtr 3,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Peru,2017-09
12,0,9.91,28.7,988,April,Qtr 2,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Dominican Republic,2017-04
21,0,183.2,92.29,8735.6,August,Qtr 3,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Peru,2017-08
9,3.38,28.75,117.57,1432.6,March,Qtr 1,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Dominican Republic,2017-03
12,0,19.76,10.18,985.1,April,Qtr 2,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Dominican Republic,2017-04
6,3.55,23.05,17.49,1454,December,Qtr 4,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Mexico,2017-12
12,2.59,175.36,11.07,921.2,February,Qtr 1,2017,AMERICAS,United States,New Jersey,Oils and Butters,Oil,Dominican Republic,2017-02
4,16.2,22.93,231.42,2304.3,August,Qtr 3,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Dominican Republic,2017-08
5,4.13,11.5,44.69,1451,October,Qtr 4,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Mexico,2017-10
12,0,15.52,85.48,978.7,April,Qtr 2,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Dominican Republic,2017-04
13,0,15.17,11.62,970.9,April,Qtr 2,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Dominican Republic,2017-04
5,0,6.89,36.98,970.7,May,Qtr 2,2017,AMERICAS,United States,South Dakota,Oils and Butters,Oil,Peru,2017-05
9,18.59,62.67,60.23,3954.9,February,Qtr 1,2017,AMERICAS,United States,Alaska,Oils and Butters,Oil,Mexico,2017-02
9,14.64,59.7,282.51,7994.8,March,Qtr 1,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Peru,2017-03
6,9.2,6.89,39.1,970.7,May,Qtr 2,2017,AMERICAS,United States,New Hampshire,Oils and Butters,Oil,Peru,2017-05
9,40.88,98.5,541.11,6215.6,February,Qtr 1,2017,AMERICAS,United States,Florida,Avocados,Avocado,Dominican Republic,2017-02
8,0,171.65,218.95,15108.1,June,Qtr 2,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Dominican Republic,2017-06
10,7.79,83.33,341.6,4153,August,Qtr 3,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Dominican Republic,2017-08
8,0,56.2,398.75,3494.9,January,Qtr 1,2017,AMERICAS,United States,Connecticut,Avocados,Avocado,Peru,2017-01
5,4.13,22.99,117.54,1451,October,Qtr 4,2017,AMERICAS,United States,Utah,Avocados,Avocado,Dominican Republic,2017-10
12,0,3.55,202.74,353.2,July,Qtr 3,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Mexico,2017-07
6,3.82,57.62,176.81,1454,December,Qtr 4,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Dominican Republic,2017-12
19,2.07,42.05,142.72,1126.4,March,Qtr 1,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Mexico,2017-03
20,9.11,53.38,165.52,2413.6,July,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-07
13,2.63,28.55,116.65,1422.5,December,Qtr 4,2017,AMERICAS,United States,Minnesota,Avocados,Avocado,Dominican Republic,2017-12
10,20.09,112.77,631.93,7117.6,July,Qtr 3,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Dominican Republic,2017-07
13,6.48,27.87,20.37,1389.7,December,Qtr 4,2017,AMERICAS,United States,Maine,Cosmetics,Skin,Peru,2017-12
21,7.49,12.87,65.33,2266.2,July,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Dominican Republic,2017-07
5,0,13.79,70.79,970.7,May,Qtr 2,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Dominican Republic,2017-05
12,23.4,1125.39,86.46,7101.1,February,Qtr 1,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Mexico,2017-02
12,39.81,1595.26,138.89,10598.3,July,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-07
13,2.59,27.68,132.37,1378.8,November,Qtr 4,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Peru,2017-11
9,5.77,13.56,49.06,1352.1,September,Qtr 3,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Peru,2017-09
4,4.88,20.62,132.12,1301.1,September,Qtr 3,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Peru,2017-09
9,52.48,166.74,101.41,8602.9,March,Qtr 1,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Peru,2017-03
12,107.79,633.51,2645.8,38271.8,July,Qtr 3,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Mexico,2017-07
10,0,15.67,75.45,905.4,June,Qtr 2,2017,AMERICAS,United States,Idaho,Oils and Butters,Butter,Peru,2017-06
10,2.44,12.88,40.73,1284.5,September,Qtr 3,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Peru,2017-09
8,7.14,10.11,45.66,1276.4,December,Qtr 4,2017,AMERICAS,United States,Alabama,Oils and Butters,Oil,Mexico,2017-12
13,3.88,32.94,154.32,1377.4,October,Qtr 4,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Mexico,2017-10
5,0,13.79,105.67,970.7,May,Qtr 2,2017,AMERICAS,United States,North Carolina,Oils and Butters,Oil,Peru,2017-05
5,7.7,16.3,75.4,2057.8,June,Qtr 2,2017,AMERICAS,United States,New Hampshire,Oils and Butters,Oil,Mexico,2017-06
5,0,13.79,105.67,970.7,May,Qtr 2,2017,AMERICAS,United States,Montana,Avocados,Avocado,Peru,2017-05
10,1.41,3.84,220.32,383.1,June,Qtr 2,2017,AMERICAS,United States,New York,Avocados,Avocado,Peru,2017-06
5,0,15.17,90.89,1211.6,April,Qtr 2,2017,AMERICAS,United States,Oklahoma,Avocados,Avocado,Dominican Republic,2017-04
13,4.39,13.18,26.4,1377.4,October,Qtr 4,2017,AMERICAS,United States,Hawaii,Oils and Butters,Oil,Dominican Republic,2017-10
18,0,6.57,48.74,1374.5,October,Qtr 4,2017,AMERICAS,United States,Indiana,Oils and Butters,Butter,Dominican Republic,2017-10
12,60.27,636.2,1997.95,16061.2,July,Qtr 3,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Mexico,2017-07
12,4.03,15.73,49.98,1568.1,July,Qtr 3,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Mexico,2017-07
12,20.45,2359.05,158.93,12813.2,June,Qtr 2,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Dominican Republic,2017-06
10,0,210.22,913.62,10847.4,June,Qtr 2,2017,AMERICAS,United States,Massachusetts,Cosmetics,Skin,Peru,2017-06
10,14,229.29,1057.27,9939.6,January,Qtr 1,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Mexico,2017-01
13,5.68,27.55,112.94,1373.3,November,Qtr 4,2017,AMERICAS,United States,Maine,Avocados,Avocado,Peru,2017-11
10,38.51,676.06,1359.75,11722.2,March,Qtr 1,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Peru,2017-03
10,2.72,9.66,553.58,962.6,April,Qtr 2,2017,AMERICAS,United States,Alabama,Oils and Butters,Butter,Peru,2017-04
5,3.47,9.86,47.6,1243.7,June,Qtr 2,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Peru,2017-06
10,2.53,27.13,129.6,1351.8,October,Qtr 4,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Mexico,2017-10
13,67.49,432.3,1003.89,13833.4,February,Qtr 1,2017,AMERICAS,United States,Iowa,Oils and Butters,Butter,Dominican Republic,2017-02
6,6.9,30.34,21.14,970.1,February,Qtr 1,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Peru,2017-02
6,1.69,2.35,10.69,296.6,August,Qtr 3,2017,AMERICAS,United States,Washington,Avocados,Avocado,Peru,2017-08
10,0,15.11,89.38,953.5,May,Qtr 2,2017,AMERICAS,United States,New York,Avocados,Avocado,Dominican Republic,2017-05
8,23.1,78.08,364.18,4101.3,January,Qtr 1,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-01
12,18.99,59.72,285.13,2975.6,June,Qtr 2,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-06
8,1,13.45,62.37,706.2,January,Qtr 1,2017,AMERICAS,United States,Rhode Island,Oils and Butters,Oil,Dominican Republic,2017-01
8,0,40.82,146.26,2034.6,January,Qtr 1,2017,AMERICAS,United States,Alabama,Cosmetics,Hair,Mexico,2017-01
10,2.53,13.56,48.14,1351.8,October,Qtr 4,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Dominican Republic,2017-10
11,3.94,10.28,35.43,929.8,May,Qtr 2,2017,AMERICAS,United States,Washington,Avocados,Avocado,Peru,2017-05
8,69.14,498.61,16030.45,24547,January,Qtr 1,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-01
10,0,429.42,1045.26,8863.1,June,Qtr 2,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Peru,2017-06
5,0,19.96,128.24,1259.6,September,Qtr 3,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Dominican Republic,2017-09
10,4.79,127.58,292.54,2543.3,June,Qtr 2,2017,AMERICAS,United States,Massachusetts,Avocados,Avocado,Peru,2017-06
9,13.2,125.29,119.42,6244.1,February,Qtr 1,2017,AMERICAS,United States,Arkansas,Cosmetics,Hair,Peru,2017-02
5,0,3.28,2.91,207.3,June,Qtr 2,2017,AMERICAS,United States,Mississippi,Oils and Butters,Oil,Mexico,2017-06
12,0,144.94,10.69,914.6,April,Qtr 2,2017,AMERICAS,United States,Alabama,Cosmetics,Skin,Peru,2017-04
4,4.88,20.62,132.12,1301.1,October,Qtr 4,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Peru,2017-10
21,41.68,465.83,2147.13,22211.3,June,Qtr 2,2017,AMERICAS,United States,Virginia,Oils and Butters,Oil,Peru,2017-06
4,6.83,10.31,43.71,1301.1,November,Qtr 4,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Mexico,2017-11
12,76.8,311.1,1452.68,16343.1,February,Qtr 1,2017,AMERICAS,United States,Montana,Avocados,Avocado,Mexico,2017-02
9,202.54,805.17,4387.2,42298.1,January,Qtr 1,2017,AMERICAS,United States,Nevada,Oils and Butters,Oil,Dominican Republic,2017-01
9,128.79,870.39,4064.27,45723.9,March,Qtr 1,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Dominican Republic,2017-03
9,25.22,100.25,642.15,6325.6,January,Qtr 1,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Peru,2017-01
10,2.44,25.78,13.88,1284.5,October,Qtr 4,2017,AMERICAS,United States,Arizona,Oils and Butters,Butter,Dominican Republic,2017-10
5,0,13.79,21.14,970.7,June,Qtr 2,2017,AMERICAS,United States,Alaska,Cosmetics,Hair,Mexico,2017-06
12,0.94,9.1,28.7,907.9,May,Qtr 2,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Mexico,2017-05
12,2.84,15.22,48.14,1515.7,August,Qtr 3,2017,AMERICAS,United States,Hawaii,Cosmetics,Skin,Peru,2017-08
6,0.75,6.36,27.21,401,August,Qtr 3,2017,AMERICAS,United States,Texas,Avocados,Avocado,Peru,2017-08
4,0.51,5.66,236.7,362.5,February,Qtr 1,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Dominican Republic,2017-02
12,31.74,199.88,939.62,24151.8,August,Qtr 3,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-08
9,31.88,219.39,1112.54,11321,February,Qtr 1,2017,AMERICAS,United States,New Mexico,Oils and Butters,Butter,Dominican Republic,2017-02
9,42.96,170.32,863.9,8789,February,Qtr 1,2017,AMERICAS,United States,Pennsylvania,Avocados,Avocado,Mexico,2017-02
13,0,25.16,24.06,1253.5,December,Qtr 4,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Mexico,2017-12
12,21.12,225.74,215.69,11249.7,February,Qtr 1,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Peru,2017-02
12,30.06,321.22,307.34,16008.8,February,Qtr 1,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Mexico,2017-02
9,29.01,109.03,104.92,6880.5,January,Qtr 1,2017,AMERICAS,United States,Utah,Avocados,Avocado,Dominican Republic,2017-01
12,11.83,52.1,3917.4,6295.5,August,Qtr 3,2017,AMERICAS,United States,New Jersey,Cosmetics,Skin,Dominican Republic,2017-08
12,8.45,143.13,10.69,903.1,May,Qtr 2,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-05
13,1.78,25.39,103.68,1266,November,Qtr 4,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Peru,2017-11
12,15.49,47.41,182.64,5983.1,August,Qtr 3,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Peru,2017-08
6,6.37,118.17,589.27,6163.7,March,Qtr 1,2017,AMERICAS,United States,Florida,Oils and Butters,Butter,Dominican Republic,2017-03
12,14.66,163.75,502.66,15614.3,June,Qtr 2,2017,AMERICAS,United States,Texas,Oils and Butters,Oil,Peru,2017-06
10,0,637.72,1552.29,13162.4,June,Qtr 2,2017,AMERICAS,United States,California,Oils and Butters,Oil,Peru,2017-06
12,147.95,511.3,480.88,30889.6,August,Qtr 3,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Dominican Republic,2017-08
12,0,9.07,30.55,903,April,Qtr 2,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Peru,2017-04
9,0.14,0.55,0,26.9,March,Qtr 1,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Dominican Republic,2017-03
5,0,11.42,137.37,1262,October,Qtr 4,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Peru,2017-10
5,0,5.71,45.44,1262,October,Qtr 4,2017,AMERICAS,United States,Colorado,Avocados,Avocado,Dominican Republic,2017-10
